id,title,release_date,overview,Family,Animation,History,Documentary,Adventure,Western,Crime,Drama,Horror,Science Fiction,Romance,War,Mystery,Fantasy,Action,TV Movie,Thriller,Comedy,Music
450465,Glass,2019-01-16,"In a series of escalating encounters, security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
490132,Green Book,2018-11-16,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
428078,Mortal Engines,2018-11-27,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
299536,Avengers: Infinity War,2018-04-25,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
920,Cars,2006-06-08,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487297,What Men Want,2019-02-08,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
280217,The Lego Movie 2: The Second Part,2019-01-26,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
480530,Creed II,2018-11-21,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424694,Bohemian Rhapsody,2018-10-24,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
449563,Isn't It Romantic,2019-02-13,"For a long time, Natalie, an Australian architect living in New York City, had always believed that what she had seen in rom-coms is all fantasy. But after thwarting a mugger at a subway station only to be knocked out while fleeing, Natalie wakes up and discovers that her life has suddenly become her worst nightmare—a romantic comedy—and she is the leading lady.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
390634,Fate/stay night: Heaven’s Feel II. lost butterfly,2019-01-12,"Theatrical-release adaptation of the visual novel ""Fate/stay night"", following the third and final route. (Part 2 of a trilogy.)",0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
245891,John Wick,2014-10-22,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
458723,Us,2019-03-14,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
445629,Fighting with My Family,2019-02-14,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
332562,A Star Is Born,2018-10-03,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
404368,Ralph Breaks the Internet,2018-11-20,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, ""Sugar Rush."" In way over their heads, Ralph and Vanellope rely on the citizens of the internet -- the netizens -- to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10528,Sherlock Holmes,2009-12-23,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
429197,Vice,2018-12-25,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
438650,Cold Pursuit,2019-02-07,Nels Coxman's quiet life comes crashing down when his beloved son dies under mysterious circumstances. His search for the truth soon becomes a quest for revenge as he seeks coldblooded justice against a drug lord and his inner circle.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
490033,Holiday,2018-10-11,"A love triangle featuring the trophy girlfriend of a petty drug lord, caught up in a web of luxury and violence in a modern dark gangster tale set in the beautiful port city of Bodrum on the Turkish Riviera.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335983,Venom,2018-09-28,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
452832,Serenity,2019-01-24,"Baker Dill is a fishing boat captain leading tours off a tranquil, tropical enclave called Plymouth Island. His quiet life is shattered, however, when his ex-wife Karen tracks him down with a desperate plea for help.",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
504172,The Mule,2018-12-14,"Earl Stone, a man in his 80s who is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he’s just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
491418,Instant Family,2018-11-16,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
375588,Robin Hood,2018-11-20,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
337167,Fifty Shades Freed,2018-01-17,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
543103,Kamen Rider Heisei Generations FOREVER,2018-12-22,"In the world of Sougo Tokiwa and Sento Kiryu, their ""companions"" are losing their memories one after the other as they're replaced by other people. The Super Time Jacker, Tid , appears before them. He orders his powerful underlings, Another Double and Another Den-O, to pursue a young boy called Shingo. While fighting to protect Shingo, Sougo meets Ataru, a young man who loves Riders, but Ataru says that Kamen Riders aren't real. What is the meaning of those words? While the mystery deepens, the true enemy that Sougo and Sento must defeat appears in the Kuriogatake mountain...",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
400157,Wonder Park,2019-03-14,The story of a magnificent amusement park where the imagination of a wildly creative girl named June comes alive.,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
375262,The Favourite,2018-11-23,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
399402,Hunter Killer,2018-10-19,"Captain Glass of the USS “Arkansas” discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
118340,Guardians of the Galaxy,2014-07-30,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
284054,Black Panther,2018-02-13,"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
443055,Love of My Life,2017-02-17,What if you had only five days to figure out... everything.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
671,Harry Potter and the Philosopher's Stone,2001-11-16,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
474214,Trading Paint,2019-02-22,The love and rivalry between a racing veteran and his fellow driver son creates many conflicts for a family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522681,Escape Room,2019-01-03,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24428,The Avengers,2012-04-25,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
220882,London Fields,2018-09-20,Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
438799,Overlord,2018-11-01,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
446807,The Girl in the Spider's Web,2018-10-25,"In Stockholm, Sweden, hacker Lisbeth Salander is hired by Frans Balder, a computer engineer, to retrieve a program that he believes it is too dangerous to exist.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
52371,LelleBelle,2010-10-09,"19-year old Belle practices playing the violin diligently, but is unable to impart her music with a sensitive undertone. Her life changes when she discovers that sexual desire stimulates passion in her music.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
471507,Destroyer,2018-12-25,"Erin Bell is an LAPD detective who, as a young cop, was placed undercover with a gang in the California desert with tragic results. When the leader of that gang re-emerges many years later, she must work her way back through the remaining members and into her own history with them to finally reckon with the demons that destroyed her past.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
363088,Ant-Man and the Wasp,2018-07-04,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
424783,Bumblebee,2018-12-15,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
536474,Hezarpa,2018-07-04,The thief accidentally notices the secret of a girl and tries to exploit this position ....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
566100,Keluarga Cemara,2019-01-03,"Tells about Abah and Emak who have to face problems. Then their two children, Euis and Ara must face the new situation that befell their family. Euis who had to change schools and adapt to her new friends, and Abah who had to change jobs. A simple family story full of warmth and affection.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,Star Wars,1977-05-25,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
491480,The Boy Who Harnessed the Wind,2019-03-01,"Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300681,Replicas,2018-10-25,A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
299534,Avengers: Endgame,2019-04-24,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
351286,Jurassic World: Fallen Kingdom,2018-06-06,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
99861,Avengers: Age of Ultron,2015-04-22,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
284053,Thor: Ragnarok,2017-10-25,"Thor is on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the prophecy of destruction to his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
310,Bruce Almighty,2003-05-23,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
260513,Incredibles 2,2018-06-14,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
349092,Lewd Family: Stepmother's Bedroom,1991-01-12,"Wataru, a young, nerdy man who also narrates the film's story, uses some of his time to peep on his parents having sex, as well as on his sister, and is often seen masturbating to a porn magazine.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383498,Deadpool 2,2018-05-15,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
198638,Tarzan-X: Shame Of Jane,1994-01-01,"Rosa Caraccciola makes a wonderful Jane in this 1990s adaptation of the jungle tale, and Rocco Siffredi is the best Tarzan (or: Ape man as he's called) I have ever seen. The action is thrilling, hot and not at all offensive. Since the male lead is as attractive as his female counterpart, this film is a joy for everyone! The story is really sweet and funny (for instance when Jane helps Tarzan with his first shave and shows him a mirror). The chemistry is sparkling and even if you are only slightly interested in films in this genre, this is the movie to watch. Original language was Italian, but there is an English dub.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401200,Kursk,2018-11-07,"The story of the 2000 K-141 Kursk submarine disaster and the governmental negligence that followed. As the sailors fight for survival, their families desperately battle political obstacles and impossible odds to save them.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466282,To All the Boys I've Loved Before,2018-08-16,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
503616,Second Act,2018-11-22,"Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a second act.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
369972,First Man,2018-10-11,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
271110,Captain America: Civil War,2016-04-27,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1726,Iron Man,2008-04-30,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
283995,Guardians of the Galaxy Vol. 2,2017-04-19,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
315635,Spider-Man: Homecoming,2017-07-05,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27205,Inception,2010-07-15,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
807,Se7en,1995-09-22,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
155,The Dark Knight,2008-07-16,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
353081,Mission: Impossible - Fallout,2018-07-13,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
457136,Mary Queen of Scots,2018-12-21,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198663,The Maze Runner,2014-09-10,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
416144,Hotel Mumbai,2019-03-14,In 2008 the Taj Mahal Palace Hotel in Mumbai becomes the target of a deadly attack by Pakistani militants. Dozens of people are held hostage as fire races through the building.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
297762,Wonder Woman,2017-05-30,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
210577,Gone Girl,2014-10-01,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10195,Thor,2011-04-21,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300668,Annihilation,2018-02-22,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
157336,Interstellar,2014-11-05,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
527641,Five Feet Apart,2019-03-15,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control -- all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
